,Provider Name,Procedures,Provider State,Region,Count_of_services,Charges,Payment,Cluster_23
276,BOZEMAN DEACONESS HOSPITAL,57,1,1,5781,618639.2583171801,282569.77721677005,20
277,BRADFORD REGIONAL MEDICAL CENTER,49,1,1,4987,394228.75367068,216745.31666249005,20
278,BRANDON REGIONAL HOSPITAL,105,1,1,4590,5981371.710074301,897337.7234506999,13
279,BRANDYWINE HOSPITAL,81,1,1,5376,4225127.3329065,519380.01796222,2
280,BRATTLEBORO MEMORIAL HOSPITAL,27,1,1,2698,252692.92741705998,149946.9281356,1
281,BRAZOSPORT REGIONAL HEALTH SYSTEM,69,1,1,5008,1272878.7613743003,368322.0620041199,6
282,BRIDGEPORT HOSPITAL,99,1,1,14099,3610660.3397876997,1172022.9099138,13
283,BRIGHAM AND WOMEN'S HOSPITAL,127,1,1,128622,5306423.50743702,1482166.1105121803,9
284,BRIGHAM CITY COMMUNITY HOSPITAL,9,1,1,631,58988.182909200004,17815.552584710003,12
285,BRIGHTON HOSPITAL,2,1,1,60,5375.44444444,3812.01333333,12
286,BRISTOL HOSPITAL,69,1,1,5009,1352499.1420434995,487667.93208643,6
287,BRISTOW MEDICAL CENTER,11,1,1,905,68483.48323689999,23379.238079699997,12
288,BROADLAWNS MEDICAL CENTER,26,1,1,7782,66670.26752544999,47666.33960294001,1
289,BROMENN HEALTHCARE,85,1,1,7397,1801784.1294747,583885.7892411399,15
290,BRONSON BATTLE CREEK HOSPITAL,97,1,1,14055,1574279.9523269993,660435.42872804,15
291,BRONSON METHODIST HOSPITAL,116,1,1,12825,2686996.462530199,1085622.3185950904,13
292,BRONX-LEBANON HOSPITAL CENTER,72,1,1,19100,891958.5684950999,1041821.3883527099,15
293,BROOKDALE HOSPITAL MEDICAL CENTER,72,1,1,13802,1495774.2114159002,896408.5313320904,15
294,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,99,1,1,11008,4878360.569945898,865263.0383140297,13
295,BROOKINGS HOSPITAL,18,1,1,837,143379.3279122,54552.27631455,12
296,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,81,1,1,11091,1699331.1831650005,1024224.2554218402,2
297,BROOKS MEMORIAL HOSPITAL,22,1,1,1026,138096.40748102998,69403.94706247,12
298,BROOKSVILLE REGIONAL HOSPITAL,93,1,1,6972,5156837.672216399,634233.7614136102,13
299,BROOKWOOD MEDICAL CENTER,113,1,1,11151,8420779.7366453,756027.3127616699,5
300,BROTMAN MEDICAL CENTER,64,1,1,2835,4070798.068824699,608017.6717880999,15
301,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER,79,1,1,5303,3031795.535009549,881609.2130918597,2
302,BROWARD HEALTH IMPERIAL POINT MEDICAL CENTER,50,1,1,5049,1067007.2822350997,263528.60816695995,20
303,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER,77,1,1,5859,2153065.423544999,532526.3608579,15
304,BROWN COUNTY GENERAL HOSPITAL,25,1,1,4270,174228.06026025995,81529.91556624997,1
305,BROWNFIELD REGIONAL MEDICAL CENTER,13,1,1,396,64953.21899750001,54284.0209916,12
306,BROWNSVILLE SURGICAL HOSPITAL,13,1,1,1891,280416.17212820007,66333.15302556,12
307,BROWNWOOD REGIONAL MEDICAL CENTER,67,1,1,7290,1784756.0090488598,332785.3401347902,6
308,BRUNSWICK COMMUNITY HOSPITAL,46,1,1,3578,783890.9771765001,258574.8815712099,20
309,BRYAN W WHITFIELD MEM HOSP INC,32,1,1,1301,204039.47927989997,111339.64931009998,1
310,BRYANLGH MEDICAL CENTER,118,1,1,17432,2960867.17147188,885580.2819953195,11
311,BUCHANAN GENERAL HOSPITAL,24,1,1,1081,248225.61974040003,116284.69189071002,1
312,BUCKS COUNTY SPECIALTY HOSPITAL,3,1,1,223,55130.976059,11233.9244909,12
313,BUFFALO HOSPITAL,33,1,1,1783,350619.51198709995,128816.22373538997,1
314,BULLOCK COUNTY HOSPITAL,5,1,1,103,36488.36778460001,12849.738576,12
315,BURKE MEDICAL CENTER,14,1,1,751,59403.15837484,40992.908515,12
316,BUTLER COUNTY MEDICAL CENTER,10,1,1,872,49943.811861999995,15276.837795999998,12
317,BUTLER MEMORIAL HOSPITAL,87,1,1,11253,1677284.726504881,481607.44228283013,15
318,BYRD REGIONAL HOSPITAL,42,1,1,1712,1178421.1894471003,200355.30106879002,20
319,CABELL-HUNTINGTON HOSPITAL INC,83,1,1,19063,1593603.0758450502,663652.7347126799,15
320,CACHE VALLEY SPECIALITY HOSPITAL,14,1,1,1220,53387.77085747,18053.193843869998,12
321,CALDWELL MEMORIAL HOSPITAL,65,2,2,33222,981602.3702946998,389877.86193374,17
322,CALIFORNIA HOSPITAL MEDICAL CENTER LA,39,1,1,2184,1284271.8140398005,441702.64403880003,20
323,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,30,1,1,2322,1234953.0532271,263437.47449090995,20
324,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,18,1,1,973,817724.4083579999,160769.0106252,1
325,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,96,1,1,10383,6565131.170988499,1386535.1863146203,5
326,CALLAWAY COMMUNITY HOSPITAL,14,1,1,594,78947.38627870001,39473.83216072,12
327,CALVERT MEMORIAL HOSPITAL,62,1,1,2290,605009.4575129998,570528.0989760001,6
328,CAMBRIDGE HEALTH ALLIANCE,88,1,1,63842,1041670.8181049197,709518.5253077404,19
329,CAMBRIDGE MEDICAL CENTER,41,1,1,3577,579879.726077,163003.82240583003,1
330,CAMC TEAYS VALLEY HOSPITAL,48,1,1,2387,484313.98334370006,186780.43293476006,20
331,CAMDEN CLARK MEDICAL CENTER,115,1,1,13907,2250730.9774358,775381.6804442299,2
332,CAMERON REGIONAL MEDICAL CENTER,39,1,1,3656,389894.29194409004,151468.70696374006,1
333,CAMPBELL COUNTY MEMORIAL HOSPITAL,27,1,1,1352,302803.3185632,166241.07168616998,1
334,CANCER TREATMENT CENTERS OF AMERICA,7,1,1,148,197921.4679853,51707.0219112,12
335,CANDLER HOSPITAL,79,1,1,23343,2019350.5369875995,523258.61192910984,15
336,CANNON MEMORIAL HOSPITAL,14,1,1,429,145675.05179630002,49274.121875259996,12
337,CANONSBURG GENERAL HOSPITAL,44,1,1,1544,630614.1879093699,244548.49636579002,20
338,CANTON-POTSDAM HOSPITAL,44,1,1,3818,357560.7374722999,219524.77225402006,20
339,CAPE CANAVERAL HOSPITAL,69,1,1,6032,1579500.1763848003,372469.8641064001,6
340,CAPE COD HOSPITAL,117,1,1,27235,1796300.211009801,1128682.1322885205,11
341,CAPE CORAL HOSPITAL,109,1,1,10561,3006581.8646231983,696733.7119367796,2
342,CAPE FEAR VALLEY MEDICAL CENTER,117,1,1,34733,3875725.25967156,1045400.1947742898,16
343,CAPE REGIONAL MEDICAL CENTER INC,93,1,1,6943,2176096.949518201,648611.2877952502,15
344,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,67,1,1,7746,4846911.399428019,545197.98979416,2
345,CAPITAL HEALTH SYSTEM-FULD CAMPUS,79,1,1,4801,6160291.473768899,690477.2237751401,13
346,CAPITAL MEDICAL CENTER,43,1,1,3684,1067465.30244656,262787.48814409005,20
347,CAPITAL REGION MEDICAL CENTER,90,1,1,6429,1610639.0336920095,631727.3158054999,15
348,CAPITAL REGIONAL MEDICAL CENTER,88,1,1,6229,2976286.189951101,571657.2453741499,15
349,CARE REGIONAL MEDICAL CENTER,22,1,1,586,262045.30301219996,119523.2924079,1
350,CARILION FRANKLIN MEMORIAL HOSPITAL,28,1,1,1199,278978.4550831999,127618.83201032998,1
351,CARILION NEW RIVER VALLEY MEDICAL CENTER,73,1,1,7342,1261154.7691695588,422968.01359179994,6
352,CARILION ROANOKE MEMORIAL CENTER,120,1,1,31971,2809032.153617539,1052302.0753484596,11
353,CARILION TAZEWELL COMMUNITY HOSPITAL,14,1,1,381,107228.0683636,61104.98624579999,12
354,CARLE FOUNDATION HOSPITAL,103,1,1,7528,3409707.5005387003,885346.78658424,13
355,CARLISLE REGIONAL MEDICAL CENTER,71,1,1,7891,1645156.3918001,375731.23681821005,6
356,CARLSBAD MEDICAL CENTER,46,1,1,2295,1145191.8698469005,223835.52913087007,20
357,CARNEY HOSPITAL,73,1,1,18685,703339.6813953498,607661.6989556098,6
358,CAROLINA EAST MEDICAL CENTER,119,1,1,10342,2272389.6208559005,1030519.78570279,13
359,CAROLINA PINES REGIONAL MEDICAL CENTER,65,1,1,3770,1317566.7190730998,333086.8567133601,6
360,CAROLINAS HOSPITAL SYSTEM,110,1,1,9613,5588116.067126399,816448.8194506599,13
361,CAROLINAS MED CENTER-MERCY,113,1,1,19478,2881620.260086001,848192.0278902395,11
362,CAROLINAS MED CTR-UNIVERSITY,57,1,1,7802,828530.9938567997,282458.93976492994,20
363,CAROLINAS MEDICAL CENTER-LINCOLN,55,1,1,5501,1047561.1262231997,290537.58665454003,20
364,CAROLINAS MEDICAL CENTER-NORTHEAST,115,1,1,43925,2368642.7627116996,936099.2938679997,16
365,CAROLINAS MEDICAL CENTER-UNION,91,1,1,12140,1279229.5364522606,664837.2562035003,15
366,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,125,1,1,73273,3591996.6443098397,1272707.5229510209,22
367,CARONDELET HEART AND VASCULAR INSTITUTE,28,1,1,939,830783.8158100002,183821.86498319998,1
368,CARONDELET ST  MARYS HOSPITAL,88,1,1,5320,2548870.468825601,662114.4914577499,15
369,CARONDELET ST JOSEPHS HOSPITAL,101,1,1,4865,3573467.2832930996,809168.1216637498,2
370,CARROLL HOSPITAL CENTER,91,1,1,4837,1253172.969972,1181912.942009,2
371,CARSON CITY HOSPITAL,29,1,1,2395,200661.52972244992,131588.85569744994,1
372,CARSON TAHOE REGIONAL MEDICAL CENTER,97,1,1,13732,3221267.7200641,893605.5737501902,2
373,CARTERET GENERAL HOSPITAL,76,1,1,9170,936411.6827954003,480269.13290330995,6
374,CARTERSVILLE MEDICAL CENTER,65,1,1,3430,2900483.0598907005,485912.76918845996,15
375,"CARTHAGE AREA HOSPITAL, INC",14,1,1,316,198458.14092999997,83597.59780799999,12
376,CARY MEDICAL CENTER,44,1,1,7091,390112.10255881,194235.34827248994,20
377,CASA GRANDE REGIONAL MEDICAL CENTER,71,1,1,8688,1588274.3084093004,464648.2064033199,6
378,CASCADE VALLEY HOSPITAL,22,1,1,1939,111448.8074422,53673.80058964,12
379,CASTLE MEDICAL CENTER,49,1,1,2456,1216772.2342503597,420175.46344511985,6
380,CASTLEVIEW HOSPITAL,23,1,1,1175,229110.3175704,96040.16882949001,1
381,CATAWBA HOSPITAL,1,1,1,120,11289.81667,4990.1,12
382,CATAWBA VALLEY MEDICAL CENTER,76,1,1,5237,1736465.09027067,569054.0866898497,15
383,CATHOLIC MEDICAL CENTER,103,1,1,54918,2700246.2883756193,747975.0039207097,19
384,CATSKILL REGIONAL MEDICAL CENTER,52,1,1,2853,931678.17695167,357601.5829507799,20
385,CAYUGA MEDICAL CENTER AT ITHACA,66,1,1,11657,635984.3051610896,360350.74928552,6
386,CEDAR PARK REGIONAL MEDICAL CENTER,33,1,1,1269,617599.6154329999,122705.535184,1
387,CEDARS-SINAI MEDICAL CENTER,127,1,1,81457,12378130.463361502,1693701.7733628002,22
388,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,104,1,1,10908,2789302.4254979985,798736.0955924699,2
389,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,80,1,1,11401,1529187.0129043797,443359.12514536,15
390,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,61,1,1,2205,3241073.5257592006,417030.38645640004,15
391,CENTENNIAL MEDICAL CENTER,103,2,2,8240,6054865.406485601,1095834.9192420603,10
392,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC",86,1,1,3083,4833446.18781,794892.8805150001,13
393,CENTINELA HOSPITAL MEDICAL CENTER,86,1,1,7074,5909437.127984102,972963.5144668998,13
394,"CENTRA  HEALTH, INC",124,1,1,34206,2115889.1935954005,907009.2974552104,11
395,CENTRAL BAPTIST HOSPITAL,106,1,1,9245,2799013.6876174,818418.1236682301,2
396,CENTRAL CAROLINA HOSPITAL,72,1,1,3205,2025653.820489899,442693.54581552,6
397,CENTRAL DUPAGE HOSPITAL,106,1,1,20065,4624753.400319801,835407.565959,11
398,CENTRAL FLORIDA REGIONAL HOSPITAL,84,1,1,3833,3027072.9435893,581232.22130742,15
399,CENTRAL KANSAS MEDICAL CENTER,13,1,1,361,89264.60882989998,30364.685016850002,12
400,CENTRAL LOUISIANA SURGICAL HOSPITAL,4,1,1,241,214336.52007,42416.901324,12
401,CENTRAL MAINE MEDICAL CENTER,97,1,1,11954,1757299.3103848102,752575.4726296794,2
402,CENTRAL MICHIGAN COMMUNITY HOSPITAL,48,1,1,4001,562223.82122559,212803.97223069996,20
403,CENTRAL MISSISSIPPI MEDICAL CENTER,73,1,1,4395,3501344.0812761984,574732.5484157698,15
404,CENTRAL PENINSULA GENERAL HOSPITAL,32,1,1,3580,499165.0177516001,211700.05635069002,1
405,CENTRAL TEXAS HOSPITAL,11,1,1,160,73268.8009378,56223.910763,12
406,CENTRAL TEXAS MEDICAL CENTER,61,1,1,3643,1435698.5430394001,407362.76977976994,6
407,CENTRAL VERMONT MEDICAL CENTER,50,1,1,6014,539777.62600061,334829.62157860014,20
408,CENTRAL WASHINGTON HOSPITAL,93,1,1,4166,2134470.4019780597,887480.46194473,2
409,CENTRASTATE MEDICAL CENTER,106,1,1,10767,4083400.06444755,807642.0043960302,13
410,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,18,1,1,1079,301231.37332380016,77907.9488573,12
411,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,79,1,1,6741,3524507.16669085,529936.7774731601,15
412,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,109,1,1,19914,3314479.609146449,712803.3791969998,11
413,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,78,1,1,7431,2734161.853052799,534973.2637774602,15
414,CENTURA HEALTH-ST ANTHONY HOSPITAL,74,1,1,7251,3638304.4697546707,658453.4565593102,2
415,CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL,67,1,1,11387,1799820.1300887396,409592.265558,6
416,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,76,1,1,13176,2279697.2029302,473058.0245119,15
417,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,36,1,1,2446,517159.19121089997,164263.75568332997,1
418,CGH MEDICAL CENTER,78,1,1,20070,1801109.8872151498,429179.70745428,15
419,CHAMBERSBURG HOSPITAL,111,1,1,16625,2229900.4106036,766492.50644668,2
420,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,100,1,1,21086,2281031.9700013003,1001796.4964877203,11
421,CHANDLER REGIONAL MEDICAL CENTER,94,1,1,6993,4500327.8251519,817550.0518195201,13
422,CHAPMAN MEDICAL CENTER,12,1,1,774,183249.5030772,46446.57939045001,12
423,CHARITY HOSPITAL & MEDICAL CENTER OF LOUI AT NO,27,1,1,14373,266292.74674559006,129758.51472560002,1
424,CHARLESTON AREA MEDICAL CENTER,119,1,1,32944,2710076.4066002294,969218.52520428,11
425,CHARLOTTE HUNGERFORD HOSPITAL,82,1,1,17669,879456.01384327,559735.13894874,15
426,CHARLOTTE REGIONAL MEDICAL CENTER,93,1,1,5339,3445593.6228238004,559741.2003381399,2
427,CHELSEA COMMUNITY HOSPITAL,41,1,1,4167,342802.3539277001,175970.40817826003,1
428,"CHENANGO MEMORIAL HOSPITAL, INC",34,1,1,10540,415487.53054284,177015.07652324002,1
429,CHEROKEE INDIAN HOSPITAL AUTHORITY,1,1,1,11,6868.9090909999995,6269.818182,12
430,CHEROKEE MEDICAL CENTER,17,1,1,600,182111.4196737,60431.48136819,12
431,CHESAPEAKE REGIONAL MEDICAL CENTER,115,1,1,11310,2182315.4973392,764855.2933472799,2
432,CHESHIRE MEDICAL CENTER,63,1,1,80656,720849.2293028001,342539.0779211701,19
433,CHESTATEE REGIONAL HOSPITAL,25,1,1,891,305460.8880141,131114.98203864,1
434,CHESTER COUNTY HOSPITAL,86,1,1,14848,2029026.8965203003,530306.03433649,15
435,CHESTER REGIONAL MEDICAL CENTER,25,1,1,1245,248410.8791943,94544.57493355003,1
436,CHESTER RIVER HOSPITAL CENTER,39,1,1,991,409104.282686,384756.41648699995,20
437,CHESTERFIELD GENERAL HOSPITAL,31,1,1,1446,766106.1558626001,142628.6554043,1
438,CHESTNUT HILL HOSPITAL,78,1,1,4034,3869131.2406801,510333.17239508993,15
439,CHEYENNE REGIONAL MEDICAL CENTER,97,1,1,6109,2503514.181173301,976206.2439473398,2
440,CHICKASAW NATION MEDICAL CENTER,9,1,1,169,87405.605077,72782.352528,12
441,CHILDRESS REGIONAL MEDICAL CENTER,19,1,1,642,142292.70896790002,77126.40558279998,12
442,CHILTON HOSPITAL,101,1,1,9884,4200057.360829402,793712.1950424894,13
443,CHILTON MEDICAL CENTER,9,1,1,132,103388.54794799998,69536.856862,12
444,CHINESE HOSPITAL,24,1,1,2220,438048.360034,128703.12293900001,1
445,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,7,1,1,160,44685.510949,43387.35,12
446,CHINO VALLEY MEDICAL CENTER,38,1,1,1309,875421.6428801998,332334.871113,20
447,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,48,1,1,4287,518966.37044155993,315782.30813427,20
448,CHOCTAW MEMORIAL HOSPITAL,27,1,1,783,207508.84960689998,115526.79279,1
449,CHOCTAW NATION HEALTHCARE,2,1,1,30,20420.552034,14526.552036000001,12
450,CHRIST HOSPITAL,122,2,2,28779,9092325.72050211,1691681.770332189,0
451,CHRISTIAN HOSPITAL NORTHEAST,105,1,1,13179,2826192.908496999,774299.8636879298,2
452,"CHRISTIANA CARE HEALTH SERVICES, INC.",120,1,1,38400,2682774.86119416,1198416.8559954404,16
453,CHRISTUS HOSPITAL,116,1,1,11712,4168495.9713744,845955.2557149101,13
454,CHRISTUS JASPER MEMORIAL HOSPITAL,22,1,1,1133,318073.4488809,106296.12614107999,1
455,CHRISTUS SANTA ROSA HOSPITAL,114,1,1,18960,3823090.144539599,1198061.6990341397,11
456,CHRISTUS SCHUMPERT HEALTH SYSTEM,103,1,1,12326,3215708.219331299,833145.4862819897,2
457,CHRISTUS SPOHN HOSPITAL ALICE,35,1,1,1139,994520.4909053,165759.63710730005,1
458,CHRISTUS SPOHN HOSPITAL BEEVILLE,27,1,1,1055,619602.3206291,148710.62859473997,1
459,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,113,1,1,12174,4929296.511500298,926162.4025703099,13
460,CHRISTUS SPOHN HOSPITAL KLEBERG,34,1,1,1682,814379.3821643001,143466.77117241,1
461,CHRISTUS ST CATHERINE HOSPITAL,50,1,1,2066,1246331.7613860003,326156.33980206004,20
462,CHRISTUS ST FRANCES CABRINI HOSPITAL,101,1,1,8226,3089463.5440255003,783602.6133330602,2
463,CHRISTUS ST JOHN HOSPITAL,49,1,1,1867,1146005.3538802,281141.48858169,20
464,CHRISTUS ST MICHAEL HEALTH SYSTEM,108,1,1,15058,3379150.8703155993,773786.06000959,2
465,CHRISTUS ST PATRICK HOSPITAL,90,1,1,4725,3154640.935083801,671359.0658949702,2
466,CHRISTUS ST VINCENT PHYSICIANS MEDICAL CENTER,1,1,1,62,50489.70968,12227.46774,12
467,CIBOLA GENERAL HOSPITAL,3,1,1,37,37918.3394,25723.763638999997,12
468,CITIZENS BAPTIST MEDICAL CENTER,39,1,1,2149,620139.2485283001,198509.0382228,1
469,CITIZENS MEDICAL CENTER,91,2,2,9703,2527260.0828716396,614187.54121959,17
470,CITIZENS MEMORIAL HOSPITAL,49,1,1,7797,577036.2989265901,242272.35372598996,20
471,CITRUS MEMORIAL HOSPITAL,104,1,1,12599,3038472.072948159,630850.5733550697,2
472,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,100,1,1,8392,3573532.6384556987,1153815.3320400403,13
473,CITY HOSPITAL,77,1,1,4737,1004272.8018573,519642.03906606004,6
474,CIVISTA MEDICAL CENTER,69,1,1,2562,729838.3405419998,687534.2812130001,6
475,CJW MEDICAL CENTER,120,1,1,13853,7192453.821459701,933257.9311852902,5
476,CLAIBORNE COUNTY HOSPITAL,26,1,1,1065,275323.6581188,125305.96579148999,1
477,CLARA MAASS MEDICAL CENTER,110,1,1,8601,5663112.229065002,936621.87072744,13
478,CLAREMORE INDIAN HOSPITAL,1,1,1,11,8902.909091,7825.727273,12
479,CLAREMORE REGIONAL HOSPITAL,36,1,1,2158,590903.4308309,153981.16836541003,1
480,CLARENDON MEMORIAL HOSPITAL,32,1,1,1630,403341.5101176999,152728.94255447,1
481,CLARION HOSPITAL,46,1,1,3613,252518.25570031998,172061.39757640008,1
482,CLARK MEMORIAL HOSPITAL,112,1,1,8053,2011532.8148138004,758204.9817216299,2
483,CLARK REGIONAL MEDICAL CENTER,35,1,1,5001,343527.96055449,167510.77953694994,1
484,CLAXTON-HEPBURN MEDICAL CENTER,47,1,1,11922,320605.61788991,197782.45955117,20
485,CLAY COUNTY HOSPITAL,20,1,1,687,148435.06998009997,78745.61212855,12
486,CLAY COUNTY MEDICAL CENTER,26,1,1,1019,212842.6735324,112145.88818378003,1
487,CLEAR LAKE REGIONAL MEDICAL CENTER,120,1,1,12224,6331495.078956198,929932.3122226399,5
488,CLEARFIELD HOSPITAL,44,1,1,10467,324819.12796535005,160929.60723896004,20
489,CLEVELAND CLINIC,123,1,1,377234,4653233.90375497,1198120.1399097797,8
490,CLEVELAND CLINIC HOSPITAL,70,1,1,4077,1835696.0892251006,465701.2539248101,6
491,CLEVELAND REGIONAL MEDICAL CENTER,91,1,1,11368,1871850.0250097008,667778.1988540199,15
492,CLEVELAND REGIONAL MEDICAL CTR,23,1,1,712,1018805.753172,119459.64064910001,1
493,CLIFTON SPRINGS HOSPITAL AND CLINIC,31,1,1,4364,179858.67974337997,99491.44694944,1
494,CLINCH VALLEY MEDICAL CENTER,59,1,1,3925,1008051.67031498,253802.59906171006,20
495,"CLINTON COUNTY HOSPITAL, INC",29,1,1,878,201404.06034797002,112587.177298,1
496,CLINTON HOSPITAL ASSOCIATION,21,1,1,1564,185966.97836303,61578.603955430015,12
497,CLINTON MEMORIAL HOSPITAL,63,1,1,7971,469728.86566174,351304.27463931,20
498,CLOVIS COMMUNITY MEDICAL CENTER,42,1,1,1411,1586792.3282932001,417216.52644424,6
499,COALINGA REGIONAL MEDICAL CENTER,4,1,1,87,12142.2237044,9967.966666999999,12
500,COAST PLAZA HOSPITAL,24,1,1,514,656861.5010488001,206827.55093000003,1
501,COASTAL CAROLINA HOSPITAL,29,1,1,1871,318797.2372188502,99780.94525849001,1
502,COASTAL COMMUNITIES HOSPITAL,15,1,1,445,484788.4215184,115082.26187000002,12
503,COBB MEMORIAL HOSPITAL,21,1,1,668,185030.54892590005,104182.8681661,12
504,COBLESKILL REGIONAL HOSPITAL,15,1,1,884,55453.078466599996,40991.7240722,12
505,COFFEE REGIONAL MEDICAL CENTER,67,1,1,3169,1037002.4374463997,321967.26787022996,6
506,COFFEY COUNTY HOSPITAL,21,1,1,976,97138.14517460001,83922.4966253,12
507,COFFEYVILLE REGIONAL MEDICAL CENTER,45,1,1,4169,402753.77356747,192134.83557053,20
508,COGDELL MEMORIAL HOSPITAL,16,1,1,500,101891.0272428,51153.67078496998,12
509,COLISEUM MEDICAL CENTER,91,1,1,4041,3020768.452536,743870.5708919297,2
510,COLISEUM NORTHSIDE HOSPITAL,45,1,1,1611,931377.8162650999,232371.16854375004,20
511,COLLEGE HOSPITAL COSTA MESA,2,1,1,263,42975.57702,16835.576949,12
512,COLLEGE STATION MEDICAL CENTER,71,1,1,4724,3195629.6611165996,463222.91382196016,15
513,COLLETON MEDICAL CENTER,49,1,1,3382,1026786.3226021001,268574.19283928,20
514,COLORADO FAYETTE MEDICAL CENTER,25,1,1,804,181215.17660729997,127366.09613810001,1
515,COLORADO PLAINS MEDICAL CENTER,22,1,1,1357,306480.7447971999,86300.89286400002,1
516,COLQUITT REGIONAL MEDICAL CENTER,51,1,1,6396,558864.32984695,260686.55677257004,20
517,COLUMBIA HOSPITAL,43,1,1,1617,1772991.9299179004,264782.3803564301,20
518,COLUMBIA MEMORIAL HOSPITAL,65,1,1,10866,634739.0010433901,307514.75708891,20
519,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",84,1,1,24191,1692063.7332852609,478536.13413972995,15
520,COLUMBIA ST MARYS HSPTL  MILW (COL & MILW CAMPUS),90,1,1,68592,2253832.597835939,754022.9550479297,19
521,COLUMBUS COMMUNITY HOSPITAL,44,2,2,3731,567632.26392485,340479.95625258,17
522,COLUMBUS REGIONAL HEALTHCARE SYSTEM,73,1,1,6022,1053931.1125258002,477641.8360807,6
523,COLUMBUS REGIONAL HOSPITAL,90,1,1,14266,1477140.0481674396,613328.1429354596,15
524,COLUSA REGIONAL MEDICAL CENTER,20,1,1,1029,227186.96788168,84881.4359305,12
525,COMANCHE COUNTY MEDICAL CENTER,26,1,1,1128,199527.10663680002,88539.8681665,1
526,COMANCHE COUNTY MEMORIAL HOSPITAL,105,1,1,6670,2408726.7930877,780807.7378212701,2
527,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,21,1,1,728,702665.021132,176442.91987260003,1
528,COMMUNITY GENERAL HOSPITAL,2,1,1,47,3138.5655938,3689.594444,12
529,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,52,1,1,4925,632409.5279052001,275991.0330208299,20
530,COMMUNITY HOSPITAL,121,4,4,24533,3506520.0829316,1129571.0104916093,18
531,COMMUNITY HOSPITAL EAST,89,1,1,20679,2013279.8558692003,682706.20600974,15
532,COMMUNITY HOSPITAL INC,23,1,1,746,174127.61790900002,110259.879803,1
533,COMMUNITY HOSPITAL NORTH,81,1,1,5933,1886392.4753297004,617507.4897965003,15
534,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,78,1,1,12811,1083424.6710057,395763.7548069099,6
